date,reality,green1,green2,green3,blue1,blue2,blue3,med,min,max,error_min,error_med,error_max
2021-02-12,1161.5714285714287,1205.142857142857,1560.612244897959,2379.918367346939,1354.2448979591836,1777.0408163265306,2912.979591836735,1668.8265306122448,1205.142857142857,2912.979591836735,1.4,16.7,57.7
2021-02-13,1158.5714285714287,1214.5714285714287,1594.0816326530612,2461.408163265306,1380.204081632653,1837.938775510204,3077.2448979591836,1716.0102040816328,1214.5714285714287,3077.2448979591836,1.8,18.4,63.2
2021-02-14,1155.5714285714287,1224,1627.5510204081631,2542.8979591836733,1406.1632653061224,1898.8367346938776,3241.5102040816328,1763.1938775510203,1224,3241.5102040816328,2.3,20,68.7
2021-02-15,1152.5714285714287,1233.4285714285716,1661.0204081632653,2624.3877551020405,1432.1224489795918,1959.734693877551,3405.7755102040815,1810.3775510204082,1233.4285714285716,3405.7755102040815,2.7,21.7,74.2
2021-02-16,1149.5714285714287,1242.857142857143,1694.4897959183672,2705.877551020408,1458.0816326530612,2020.6326530612246,3570.0408163265306,1857.561224489796,1242.857142857143,3570.0408163265306,3.1,23.3,79.7
2021-02-17,1146.5714285714287,1252.2857142857144,1727.9591836734694,2787.3673469387754,1484.0408163265306,2081.5306122448983,3734.3061224489793,1904.7448979591838,1252.2857142857144,3734.3061224489793,3.5,25,85.2
2021-02-18,1143.5714285714287,1261.7142857142858,1761.4285714285713,2868.8571428571427,1510,2142.4285714285716,3898.5714285714284,1951.9285714285716,1261.7142857142858,3898.5714285714284,3.9,26.6,90.7
2021-02-19,1149.387755102041,1275.9591836734694,1809.7346938775509,3002.34693877551,1554.8775510204082,2263.979591836735,4055.918367346939,2036.857142857143,1275.9591836734694,4055.918367346939,4.2,29.2,95.7
2021-02-20,1155.204081632653,1290.204081632653,1858.0408163265306,3135.8367346938776,1599.7551020408164,2385.530612244898,4213.265306122449,2121.785714285714,1290.204081632653,4213.265306122449,4.4,31.8,100.7
2021-02-21,1161.0204081632653,1304.4489795918366,1906.3469387755101,3269.326530612245,1644.6326530612246,2507.081632653061,4370.6122448979595,2206.714285714286,1304.4489795918366,4370.6122448979595,4.7,34.4,105.7
2021-02-22,1166.8367346938776,1318.6938775510205,1954.6530612244896,3402.816326530612,1689.5102040816325,2628.6326530612246,4527.959183673469,2291.642857142857,1318.6938775510205,4527.959183673469,5,37,110.7
2021-02-23,1172.6530612244899,1332.938775510204,2002.9591836734694,3536.3061224489793,1734.3877551020407,2750.183673469388,4685.306122448979,2376.5714285714284,1332.938775510204,4685.306122448979,5.3,39.7,115.7
2021-02-24,1178.469387755102,1347.1836734693877,2051.2653061224487,3669.7959183673465,1779.265306122449,2871.734693877551,4842.65306122449,2461.5,1347.1836734693877,4842.65306122449,5.6,42.3,120.7
2021-02-25,1184.2857142857142,1361.4285714285713,2099.5714285714284,3803.285714285714,1824.142857142857,2993.285714285714,5000,2546.4285714285716,1361.4285714285713,5000,5.8,44.9,125.7
2021-02-26,1188.5306122448978,1379.1836734693877,2170.612244897959,3967.714285714286,1911.673469387755,3193.8367346938776,NA,2170.612244897959,1379.1836734693877,3967.714285714286,6.3,32.3,91.5
2021-02-27,1192.7755102040817,1396.938775510204,2241.6530612244896,4132.142857142857,1999.204081632653,3394.3877551020405,NA,2241.6530612244896,1396.938775510204,4132.142857142857,6.7,34.5,96.8
2021-02-28,1197.0204081632653,1414.6938775510205,2312.6938775510203,4296.571428571428,2086.734693877551,3594.938775510204,NA,2312.6938775510203,1414.6938775510205,4296.571428571428,7.2,36.7,102.1
2021-03-01,1201.265306122449,1432.4489795918366,2383.734693877551,4461,2174.2653061224487,3795.4897959183672,NA,2383.734693877551,1432.4489795918366,4461,7.6,38.9,107.4
2021-03-02,1205.5102040816325,1450.204081632653,2454.7755102040815,4625.428571428572,2261.795918367347,3996.04081632653,NA,2454.7755102040815,1450.204081632653,4625.428571428572,8.1,41.1,112.6
2021-03-03,1209.7551020408164,1467.9591836734694,2525.816326530612,4789.857142857143,2349.326530612245,4196.591836734693,NA,2525.816326530612,1467.9591836734694,4789.857142857143,8.5,43.3,117.9
2021-03-04,1214,1485.7142857142858,2596.8571428571427,4954.285714285715,2436.8571428571427,4397.142857142857,NA,2596.8571428571427,1485.7142857142858,4954.285714285715,8.9,45.5,123.2
2021-03-05,1221.6734693877552,1522.1020408163265,2718.224489795918,NA,2577.285714285714,NA,NA,2577.285714285714,1522.1020408163265,2718.224489795918,9.9,44.7,49.3
2021-03-06,1229.3469387755101,1558.4897959183675,2839.591836734694,NA,2717.7142857142853,NA,NA,2717.7142857142853,1558.4897959183675,2839.591836734694,10.8,49,53
2021-03-07,1237.0204081632653,1594.8775510204082,2960.9591836734694,NA,2858.142857142857,NA,NA,2858.142857142857,1594.8775510204082,2960.9591836734694,11.8,53.4,56.8
2021-03-08,1244.6938775510205,1631.265306122449,3082.326530612245,NA,2998.5714285714284,NA,NA,2998.5714285714284,1631.265306122449,3082.326530612245,12.7,57.8,60.5
2021-03-09,1252.3673469387757,1667.6530612244896,3203.6938775510207,NA,3139,NA,NA,3139,1667.6530612244896,3203.6938775510207,13.7,62.1,64.3
2021-03-10,1260.0408163265306,1704.0408163265306,3325.061224489796,NA,3279.428571428571,NA,NA,3279.428571428571,1704.0408163265306,3325.061224489796,14.6,66.5,68
2021-03-11,1267.7142857142858,1740.4285714285713,3446.4285714285716,NA,3419.8571428571427,NA,NA,3419.8571428571427,1740.4285714285713,3446.4285714285716,15.6,70.9,71.8
2021-03-12,1295.0408163265306,1787.2857142857142,3600.326530612245,NA,3618.326530612245,NA,NA,3600.326530612245,1787.2857142857142,3618.326530612245,16.2,75.9,76.5
2021-03-13,1322.3673469387757,1834.142857142857,3754.224489795918,NA,3816.7959183673465,NA,NA,3754.224489795918,1834.142857142857,3816.7959183673465,16.9,80.1,82.2
2021-03-14,1349.6938775510205,1881,3908.122448979592,NA,4015.2653061224487,NA,NA,3908.122448979592,1881,4015.2653061224487,17.5,84.3,87.8
2021-03-15,1377.0204081632653,1927.857142857143,4062.020408163265,NA,4213.734693877551,NA,NA,4062.020408163265,1927.857142857143,4213.734693877551,18.1,88.4,93.4
2021-03-16,1404.3469387755104,1974.7142857142858,4215.918367346939,NA,4412.204081632653,NA,NA,4215.918367346939,1974.7142857142858,4412.204081632653,18.8,92.6,99.1
2021-03-17,1431.6734693877552,2021.5714285714287,4369.816326530612,NA,4610.673469387755,NA,NA,4369.816326530612,2021.5714285714287,4610.673469387755,19.4,96.8,104.7
2021-03-18,1459,2068.4285714285716,4523.714285714285,NA,4809.142857142857,NA,NA,4523.714285714285,2068.4285714285716,4809.142857142857,20.1,100.9,110.3
