date,reality,Median,Relaxation,Strenghtening,med,min,max,error_min,error_med,error_max,constant_baseline,trend_baseline,holts_linear_baseline,damped_trend_baseline
2020-11-06,2274.9387755102043,2280.408163265306,,,2280.408163265306,2280.408163265306,2280.408163265306,0.2,0.2,0.2,711.8571428571429,,,
2020-11-07,2227.7346938775513,2234.816326530612,,,2234.816326530612,2234.816326530612,2234.816326530612,0.2,0.2,0.2,711.8571428571429,,,
2020-11-08,2180.5306122448983,2189.2244897959185,,,2189.2244897959185,2189.2244897959185,2189.2244897959185,0.3,0.3,0.3,711.8571428571429,,,
2020-11-09,2133.326530612245,2143.6326530612246,,,2143.6326530612246,2143.6326530612246,2143.6326530612246,0.3,0.3,0.3,711.8571428571429,,,
2020-11-10,2086.122448979592,2098.0408163265306,,,2098.0408163265306,2098.0408163265306,2098.0408163265306,0.4,0.4,0.4,711.8571428571429,,,
2020-11-11,2038.9183673469388,2052.4489795918366,,,2052.4489795918366,2052.4489795918366,2052.4489795918366,0.4,0.4,0.4,711.8571428571429,,,
2020-11-12,1991.7142857142856,2006.857142857143,,,2006.857142857143,2006.857142857143,2006.857142857143,0.5,0.5,0.5,711.8571428571429,,,
2020-11-13,1914.8979591836735,1928.8979591836735,,,1928.8979591836735,1928.8979591836735,1928.8979591836735,0.5,0.5,0.5,711.8571428571429,,,
2020-11-14,1838.0816326530612,1850.938775510204,,,1850.938775510204,1850.938775510204,1850.938775510204,0.4,0.4,0.4,711.8571428571429,,,
2020-11-15,1761.2653061224491,1772.9795918367347,,,1772.9795918367347,1772.9795918367347,1772.9795918367347,0.4,0.4,0.4,711.8571428571429,,,
2020-11-16,1684.4489795918369,1695.0204081632653,,,1695.0204081632653,1695.0204081632653,1695.0204081632653,0.3,0.3,0.3,711.8571428571429,,,
2020-11-17,1607.6326530612246,1617.061224489796,,,1617.061224489796,1617.061224489796,1617.061224489796,0.3,0.3,0.3,711.8571428571429,,,
2020-11-18,1530.8163265306123,1539.1020408163265,,,1539.1020408163265,1539.1020408163265,1539.1020408163265,0.3,0.3,0.3,711.8571428571429,,,
2020-11-19,1454.0,1461.142857142857,,,1461.142857142857,1461.142857142857,1461.142857142857,0.2,0.2,0.2,711.8571428571429,,,
2020-11-20,1403.530612244898,1413.1632653061224,,,1413.1632653061224,1413.1632653061224,1413.1632653061224,0.3,0.3,0.3,711.8571428571429,,,
2020-11-21,1353.061224489796,1365.1836734693877,,,1365.1836734693877,1365.1836734693877,1365.1836734693877,0.4,0.4,0.4,711.8571428571429,,,
2020-11-22,1302.591836734694,1317.204081632653,,,1317.204081632653,1317.204081632653,1317.204081632653,0.5,0.5,0.5,711.8571428571429,,,
2020-11-23,1252.1224489795918,1269.2244897959183,,,1269.2244897959183,1269.2244897959183,1269.2244897959183,0.6,0.6,0.6,711.8571428571429,,,
2020-11-24,1201.65306122449,1221.2448979591836,,,1221.2448979591836,1221.2448979591836,1221.2448979591836,0.6,0.6,0.6,711.8571428571429,,,
2020-11-25,1151.183673469388,1173.265306122449,,,1173.265306122449,1173.265306122449,1173.265306122449,0.7,0.7,0.7,711.8571428571429,,,
2020-11-26,1100.7142857142858,1125.2857142857142,,,1125.2857142857142,1125.2857142857142,1125.2857142857142,0.8,0.8,0.8,711.8571428571429,,,
2020-11-27,1090.4489795918369,1113.2857142857142,,,1113.2857142857142,1113.2857142857142,1113.2857142857142,0.8,0.8,0.8,711.8571428571429,,,
2020-11-28,1080.1836734693877,1101.2857142857142,,,1101.2857142857142,1101.2857142857142,1101.2857142857142,0.7,0.7,0.7,711.8571428571429,,,
2020-11-29,1069.9183673469388,1089.2857142857142,,,1089.2857142857142,1089.2857142857142,1089.2857142857142,0.6,0.6,0.6,711.8571428571429,,,
2020-11-30,1059.65306122449,1077.2857142857142,,,1077.2857142857142,1077.2857142857142,1077.2857142857142,0.6,0.6,0.6,711.8571428571429,,,
2020-12-01,1049.387755102041,1065.2857142857142,,,1065.2857142857142,1065.2857142857142,1065.2857142857142,0.5,0.5,0.5,711.8571428571429,,,
2020-12-02,1039.1224489795918,1053.2857142857142,,,1053.2857142857142,1053.2857142857142,1053.2857142857142,0.5,0.5,0.5,711.8571428571429,,,
2020-12-03,1028.857142857143,1041.2857142857142,,,1041.2857142857142,1041.2857142857142,1041.2857142857142,0.4,0.4,0.4,711.8571428571429,,,
2020-12-04,1022.5714285714286,1032.8775510204082,,,1032.8775510204082,1032.8775510204082,1032.8775510204082,0.3,0.3,0.3,711.8571428571429,,,
2020-12-05,1016.2857142857144,1024.469387755102,,,1024.469387755102,1024.469387755102,1024.469387755102,0.3,0.3,0.3,711.8571428571429,,,
2020-12-06,1010.0,1016.061224489796,,,1016.061224489796,1016.061224489796,1016.061224489796,0.2,0.2,0.2,711.8571428571429,,,
2020-12-07,1003.7142857142858,1007.6530612244898,,,1007.6530612244898,1007.6530612244898,1007.6530612244898,0.1,0.1,0.1,711.8571428571429,,,
2020-12-08,997.4285714285714,999.2448979591836,,,999.2448979591836,999.2448979591836,999.2448979591836,0.1,0.1,0.1,711.8571428571429,,,
2020-12-09,991.1428571428572,990.8367346938776,,,990.8367346938776,990.8367346938776,990.8367346938776,-0.0,-0.0,-0.0,711.8571428571429,,,
2020-12-10,984.8571428571428,982.4285714285714,,,982.4285714285714,982.4285714285714,982.4285714285714,-0.1,-0.1,-0.1,711.8571428571429,,,
2020-12-11,984.8979591836736,983.6326530612243,,,983.6326530612243,983.6326530612243,983.6326530612243,-0.0,-0.0,-0.0,711.8571428571429,,,
2020-12-12,984.938775510204,984.8367346938776,,,984.8367346938776,984.8367346938776,984.8367346938776,-0.0,-0.0,-0.0,711.8571428571429,,,
2020-12-13,984.9795918367348,986.0408163265306,,,986.0408163265306,986.0408163265306,986.0408163265306,0.0,0.0,0.0,711.8571428571429,,,
2020-12-14,985.0204081632652,987.2448979591836,,,987.2448979591836,987.2448979591836,987.2448979591836,0.1,0.1,0.1,711.8571428571429,,,
2020-12-15,985.061224489796,988.4489795918367,,,988.4489795918367,988.4489795918367,988.4489795918367,0.1,0.1,0.1,711.8571428571429,,,
2020-12-16,985.1020408163264,989.65306122449,,,989.65306122449,989.65306122449,989.65306122449,0.1,0.1,0.1,711.8571428571429,,,
2020-12-17,985.1428571428572,990.8571428571428,,,990.8571428571428,990.8571428571428,990.8571428571428,0.2,0.2,0.2,711.8571428571429,,,
2020-12-18,972.8979591836736,980.061224489796,,,980.061224489796,980.061224489796,980.061224489796,0.2,0.2,0.2,711.8571428571429,,,
2020-12-19,960.6530612244898,969.265306122449,,,969.265306122449,969.265306122449,969.265306122449,0.3,0.3,0.3,711.8571428571429,,,
2020-12-20,948.408163265306,958.469387755102,,,958.469387755102,958.469387755102,958.469387755102,0.3,0.3,0.3,711.8571428571429,,,
2020-12-21,936.1632653061224,947.6734693877552,,,947.6734693877552,947.6734693877552,947.6734693877552,0.4,0.4,0.4,711.8571428571429,,,
2020-12-22,923.9183673469388,936.8775510204082,,,936.8775510204082,936.8775510204082,936.8775510204082,0.4,0.4,0.4,711.8571428571429,,,
2020-12-23,911.6734693877552,926.0816326530612,,,926.0816326530612,926.0816326530612,926.0816326530612,0.5,0.5,0.5,711.8571428571429,,,
2020-12-24,899.4285714285714,915.2857142857144,,,915.2857142857144,915.2857142857144,915.2857142857144,0.5,0.5,0.5,711.8571428571429,,,
2020-12-25,907.1020408163264,922.4897959183672,,,922.4897959183672,922.4897959183672,922.4897959183672,0.5,0.5,0.5,711.8571428571429,,,
2020-12-26,914.7755102040816,929.6938775510204,,,929.6938775510204,929.6938775510204,929.6938775510204,0.5,0.5,0.5,711.8571428571429,,,
2020-12-27,922.4489795918367,936.8979591836736,,,936.8979591836736,936.8979591836736,936.8979591836736,0.5,0.5,0.5,711.8571428571429,,,
2020-12-28,930.1224489795918,944.1020408163264,,,944.1020408163264,944.1020408163264,944.1020408163264,0.5,0.5,0.5,711.8571428571429,,,
2020-12-29,937.7959183673468,951.3061224489796,,,951.3061224489796,951.3061224489796,951.3061224489796,0.4,0.4,0.4,711.8571428571429,,,
2020-12-30,945.469387755102,958.5102040816328,,,958.5102040816328,958.5102040816328,958.5102040816328,0.4,0.4,0.4,711.8571428571429,,,
2020-12-31,953.1428571428572,965.7142857142856,,,965.7142857142856,965.7142857142856,965.7142857142856,0.4,0.4,0.4,711.8571428571429,,,
2021-01-01,971.5102040816328,986.1020408163264,,,986.1020408163264,986.1020408163264,986.1020408163264,0.5,0.5,0.5,711.8571428571429,,,
2021-01-02,989.8775510204082,1006.4897959183672,,,1006.4897959183672,1006.4897959183672,1006.4897959183672,0.5,0.5,0.5,711.8571428571429,,,
2021-01-03,1008.2448979591836,1026.8775510204082,,,1026.8775510204082,1026.8775510204082,1026.8775510204082,0.6,0.6,0.6,711.8571428571429,,,
2021-01-04,1026.6122448979593,1047.265306122449,,,1047.265306122449,1047.265306122449,1047.265306122449,0.7,0.7,0.7,711.8571428571429,,,
2021-01-05,1044.9795918367347,1067.6530612244896,,,1067.6530612244896,1067.6530612244896,1067.6530612244896,0.7,0.7,0.7,711.8571428571429,,,
2021-01-06,1063.3469387755104,1088.0408163265306,,,1088.0408163265306,1088.0408163265306,1088.0408163265306,0.8,0.8,0.8,711.8571428571429,,,
2021-01-07,1081.7142857142858,1108.428571428571,,,1108.428571428571,1108.428571428571,1108.428571428571,0.9,0.9,0.9,711.8571428571429,,,
2021-01-08,1101.7142857142858,1112.7755102040817,,,1112.7755102040817,1112.7755102040817,1112.7755102040817,0.4,0.4,0.4,711.8571428571429,,,
2021-01-09,1121.7142857142858,1117.1224489795918,,,1117.1224489795918,1117.1224489795918,1117.1224489795918,-0.2,-0.2,-0.2,711.8571428571429,,,
2021-01-10,1141.7142857142858,1121.469387755102,,,1121.469387755102,1121.469387755102,1121.469387755102,-0.7,-0.7,-0.7,711.8571428571429,,,
2021-01-11,1161.7142857142858,1125.8163265306123,,,1125.8163265306123,1125.8163265306123,1125.8163265306123,-1.2,-1.2,-1.2,711.8571428571429,,,
2021-01-12,1181.7142857142858,1130.1632653061224,,,1130.1632653061224,1130.1632653061224,1130.1632653061224,-1.7,-1.7,-1.7,711.8571428571429,,,
2021-01-13,1201.7142857142858,1134.5102040816328,,,1134.5102040816328,1134.5102040816328,1134.5102040816328,-2.2,-2.2,-2.2,711.8571428571429,,,
2021-01-14,1221.7142857142858,1138.857142857143,1125.0,1166.571428571429,1138.857142857143,1125.0,1166.571428571429,-3.2,-2.7,-1.8,711.8571428571429,,,
2021-01-15,1239.857142857143,1154.387755102041,1149.8163265306123,1183.9591836734694,1154.387755102041,1149.8163265306123,1183.9591836734694,-3.0,-2.8,-1.8,711.8571428571429,,,
2021-01-16,1258.0,1169.9183673469388,1174.6326530612246,1201.3469387755104,1174.6326530612246,1169.9183673469388,1201.3469387755104,-2.9,-2.7,-1.9,711.8571428571429,,,
2021-01-17,1276.142857142857,1185.4489795918369,1199.4489795918369,1218.734693877551,1199.4489795918369,1185.4489795918369,1218.734693877551,-3.0,-2.5,-1.9,711.8571428571429,,,
2021-01-18,1294.2857142857144,1200.9795918367347,1224.265306122449,1236.1224489795918,1224.265306122449,1200.9795918367347,1236.1224489795918,-3.1,-2.3,-1.9,711.8571428571429,,,
2021-01-19,1312.4285714285716,1216.5102040816328,1249.0816326530612,1253.5102040816323,1249.0816326530612,1216.5102040816328,1253.5102040816323,-3.2,-2.1,-1.9,711.8571428571429,,,
2021-01-20,1330.571428571429,1232.0408163265306,1273.8979591836735,1270.8979591836735,1270.8979591836735,1232.0408163265306,1273.8979591836735,-3.2,-2.0,-1.9,711.8571428571429,,,
2021-01-21,1348.7142857142858,1247.571428571429,1298.7142857142858,1288.2857142857142,1288.2857142857142,1247.571428571429,1298.7142857142858,-3.3,-2.0,-1.6,711.8571428571429,,,
2021-01-22,1346.0408163265306,1254.938775510204,1298.2653061224491,1290.0204081632653,1290.0204081632653,1254.938775510204,1298.2653061224491,-3.0,-1.8,-1.6,711.8571428571429,,,
2021-01-23,1343.3673469387757,1262.3061224489795,1297.8163265306123,1291.7551020408162,1291.7551020408162,1262.3061224489795,1297.8163265306123,-2.7,-1.7,-1.5,711.8571428571429,,,
2021-01-24,1340.6938775510205,1269.6734693877552,1297.3673469387757,1293.4897959183672,1293.4897959183672,1269.6734693877552,1297.3673469387757,-2.3,-1.6,-1.4,711.8571428571429,,,
2021-01-25,1338.0204081632653,1277.0408163265306,1296.9183673469388,1295.2244897959183,1295.2244897959183,1277.0408163265306,1296.9183673469388,-2.0,-1.4,-1.4,711.8571428571429,,,
2021-01-26,1335.34693877551,1284.408163265306,1296.4693877551022,1296.9591836734694,1296.4693877551022,1284.408163265306,1296.9591836734694,-1.7,-1.3,-1.3,711.8571428571429,,,
2021-01-27,1332.6734693877552,1291.7755102040817,1296.0204081632653,1298.6938775510205,1296.0204081632653,1291.7755102040817,1298.6938775510205,-1.3,-1.2,-1.1,711.8571428571429,,,
2021-01-28,1330.0,1299.142857142857,1295.571428571429,1300.428571428571,1299.142857142857,1295.571428571429,1300.428571428571,-1.1,-1.0,-1.0,711.8571428571429,,,
2021-01-29,1329.6938775510205,1299.9183673469388,1297.2653061224491,1299.3061224489795,1299.3061224489795,1297.2653061224491,1299.9183673469388,-1.1,-1.0,-1.0,711.8571428571429,,,
2021-01-30,1329.3877551020407,1300.6938775510205,1298.9591836734694,1298.1836734693877,1298.9591836734694,1298.1836734693877,1300.6938775510205,-1.0,-1.0,-0.9,711.8571428571429,,,
2021-01-31,1329.0816326530612,1301.4693877551022,1300.65306122449,1297.061224489796,1300.65306122449,1297.061224489796,1301.4693877551022,-1.1,-0.9,-0.9,711.8571428571429,,,
2021-02-01,1328.7755102040817,1302.2448979591836,1302.34693877551,1295.938775510204,1302.2448979591836,1295.938775510204,1302.34693877551,-1.1,-0.9,-0.9,711.8571428571429,,,
2021-02-02,1328.4693877551022,1303.0204081632653,1304.0408163265306,1294.8163265306123,1303.0204081632653,1294.8163265306123,1304.0408163265306,-1.1,-0.8,-0.8,711.8571428571429,,,
2021-02-03,1328.1632653061224,1303.795918367347,1305.7346938775509,1293.6938775510205,1303.795918367347,1293.6938775510205,1305.7346938775509,-1.1,-0.8,-0.7,711.8571428571429,,,
2021-02-04,1327.857142857143,1304.571428571429,1307.428571428571,1292.571428571429,1304.571428571429,1292.571428571429,1307.428571428571,-1.2,-0.8,-0.7,711.8571428571429,,,
2021-02-05,1304.530612244898,1317.326530612245,1317.3877551020407,1302.4693877551022,1317.326530612245,1302.4693877551022,1317.3877551020407,-0.1,0.4,0.4,711.8571428571429,,,
2021-02-06,1281.204081632653,1330.0816326530612,1327.34693877551,1312.3673469387757,1327.34693877551,1312.3673469387757,1330.0816326530612,1.0,1.5,1.6,711.8571428571429,,,
2021-02-07,1257.8775510204082,1342.8367346938776,1337.3061224489795,1322.2653061224491,1337.3061224489795,1322.2653061224491,1342.8367346938776,2.1,2.6,2.8,711.8571428571429,,,
2021-02-08,1234.5510204081634,1355.591836734694,1347.265306122449,1332.1632653061224,1347.265306122449,1332.1632653061224,1355.591836734694,3.2,3.7,4.0,711.8571428571429,,,
2021-02-09,1211.2244897959183,1368.3469387755104,1357.2244897959183,1342.061224489796,1357.2244897959183,1342.061224489796,1368.3469387755104,4.3,4.8,5.2,711.8571428571429,,,
2021-02-10,1187.8979591836735,1381.1020408163265,1367.1836734693877,1351.9591836734694,1367.1836734693877,1351.9591836734694,1381.1020408163265,5.4,5.9,6.4,711.8571428571429,,,
2021-02-11,1164.571428571429,1393.857142857143,1377.142857142857,1361.857142857143,1377.142857142857,1361.857142857143,1393.857142857143,6.5,7.0,7.6,711.8571428571429,,,
2021-02-12,1161.571428571429,1407.387755102041,1396.5714285714284,1372.5510204081634,1396.5714285714284,1372.5510204081634,1407.387755102041,6.9,7.7,8.1,711.8571428571429,,,
2021-02-13,1158.571428571429,1420.9183673469388,1416.0,1383.2448979591836,1416.0,1383.2448979591836,1420.9183673469388,7.4,8.5,8.6,711.8571428571429,,,
2021-02-14,1155.571428571429,1434.4489795918369,1435.428571428571,1393.938775510204,1434.4489795918369,1393.938775510204,1435.428571428571,7.9,9.2,9.2,1196.6093294460643,,,1155.6976539763941
2021-02-15,1152.571428571429,1447.9795918367347,1454.857142857143,1404.6326530612246,1447.9795918367347,1404.6326530612246,1454.857142857143,8.3,9.7,10.0,1196.6093294460643,,,1152.9447935637997
2021-02-16,1149.571428571429,1461.5102040816328,1474.2857142857142,1415.326530612245,1461.5102040816328,1415.326530612245,1474.2857142857142,8.8,10.3,10.7,1196.6093294460643,,,1150.3077598662499
2021-02-17,1146.571428571429,1475.0408163265306,1493.7142857142858,1426.0204081632653,1475.0408163265306,1426.0204081632653,1493.7142857142858,9.2,10.8,11.4,1196.6093294460643,,,1147.7816794699468
2021-02-18,1143.571428571429,1488.571428571429,1513.142857142857,1436.7142857142858,1488.571428571429,1436.7142857142858,1513.142857142857,9.7,11.4,12.2,1196.6093294460643,,,1145.3618840101788
2021-02-19,1149.387755102041,1513.6734693877552,1567.7551020408164,1445.65306122449,1513.6734693877552,1445.65306122449,1567.7551020408164,9.8,12.0,13.8,1196.6093294460643,,,1143.0439015438708
2021-02-20,1155.204081632653,1538.7755102040817,1622.3673469387754,1454.591836734694,1538.7755102040817,1454.591836734694,1622.3673469387754,9.9,12.6,15.4,1196.6093294460643,,,1140.8234482851371
2021-02-21,1161.0204081632653,1563.8775510204082,1676.9795918367347,1463.530612244898,1563.8775510204082,1463.530612244898,1676.9795918367347,10.0,13.3,17.0,1196.6093294460643,,,1138.6964206885593
2021-02-22,1166.8367346938776,1588.9795918367347,1731.5918367346935,1472.469387755102,1588.9795918367347,1472.469387755102,1731.5918367346935,10.1,13.9,18.6,1196.6093294460643,,,1136.658887865561
2021-02-23,1172.65306122449,1614.0816326530612,1786.204081632653,1481.408163265306,1614.0816326530612,1481.408163265306,1786.204081632653,10.2,14.5,20.2,1196.6093294460643,,,1134.7070843198637
2021-02-24,1178.469387755102,1639.1836734693877,1840.816326530612,1490.34693877551,1639.1836734693877,1490.34693877551,1840.816326530612,10.3,15.2,21.8,1196.6093294460643,,,1132.8374029886008
2021-02-25,1184.2857142857142,1664.2857142857142,1895.428571428571,1499.2857142857142,1664.2857142857142,1499.2857142857142,1895.428571428571,10.4,15.8,23.4,1196.6093294460643,,,1131.046388576223
2021-02-26,1188.5306122448978,1705.3877551020407,1982.3673469387752,1501.1224489795918,1705.3877551020407,1501.1224489795918,1982.3673469387752,10.3,17.0,26.1,1196.6093294460643,,,1129.3307311688843
2021-02-27,1192.7755102040817,1746.4897959183672,2069.3061224489793,1502.9591836734694,1746.4897959183672,1502.9591836734694,2069.3061224489793,10.2,18.2,28.9,1196.6093294460643,,,1127.687260117499
2021-02-28,1197.0204081632653,1787.5918367346935,2156.2448979591836,1504.795918367347,1787.5918367346935,1504.795918367347,2156.2448979591836,10.1,19.5,31.6,1196.6093294460643,,,1126.1129381781725
2021-03-01,1201.265306122449,1828.6938775510205,2243.183673469388,1506.6326530612243,1828.6938775510205,1506.6326530612243,2243.183673469388,10.1,20.7,34.3,1196.6093294460643,,,1124.6048558991718
2021-03-02,1205.5102040816323,1869.795918367347,2330.122448979592,1508.469387755102,1869.795918367347,1508.469387755102,2330.122448979592,10.0,21.9,37.0,1196.6093294460643,,,1123.1602262440651
2021-03-03,1209.7551020408164,1910.8979591836735,2417.0612244897957,1510.3061224489795,1910.8979591836735,1510.3061224489795,2417.0612244897957,9.9,23.1,39.8,1196.6093294460643,,,1121.7763794410935
2021-03-04,1214.0,1952.0,2504.0,1512.142857142857,1952.0,1512.142857142857,2504.0,9.8,24.3,42.5,1196.6093294460643,,,1120.450758049254
2021-03-05,1221.6734693877552,2020.1836734693877,2633.591836734694,1530.6734693877552,2020.1836734693877,1530.6734693877552,2633.591836734694,10.2,26.3,46.5,1196.6093294460643,,,1119.1809122319796
2021-03-06,1229.34693877551,2088.3673469387754,2763.183673469388,1549.204081632653,2088.3673469387754,1549.204081632653,2763.183673469388,10.5,28.3,50.5,1196.6093294460643,,,1117.9644952296771
2021-03-07,1237.0204081632653,2156.5510204081634,2892.775510204082,1567.734693877551,2156.5510204081634,1567.734693877551,2892.775510204082,10.9,30.3,54.5,1196.6093294460643,,,1116.7992590227598
2021-03-08,1244.6938775510205,2224.734693877551,3022.3673469387754,1586.265306122449,2224.734693877551,1586.265306122449,3022.3673469387754,11.3,32.3,58.6,1196.6093294460643,,,1115.6830501771574
2021-03-09,1252.3673469387757,2292.918367346939,3151.9591836734694,1604.795918367347,2292.918367346939,1604.795918367347,3151.9591836734694,11.6,34.3,62.6,1196.6093294460643,,,1114.613805864627
2021-03-10,1260.0408163265306,2361.1020408163263,3281.5510204081634,1623.3265306122448,2361.1020408163263,1623.3265306122448,3281.5510204081634,12.0,36.3,66.6,1196.6093294460643,,,1113.5895500505085
2021-03-11,1267.7142857142858,2429.285714285714,3411.1428571428573,1641.857142857143,2429.285714285714,1641.857142857143,3411.1428571428573,12.3,38.3,70.6,1196.6093294460643,,,1112.6083898418817
2021-03-12,1295.0408163265306,2518.9795918367345,3613.0408163265306,1673.4285714285716,2518.9795918367345,1673.4285714285716,3613.0408163265306,12.5,40.3,76.4,1196.6093294460643,,,1111.6685119893734
2021-03-13,1322.3673469387757,2608.673469387755,3814.938775510204,1705.0,2608.673469387755,1705.0,3814.938775510204,12.6,42.4,82.1,1196.6093294460643,,,1110.7681795361527
2021-03-14,1349.6938775510205,2698.3673469387754,4016.8367346938776,1736.571428571429,2698.3673469387754,1736.571428571429,4016.8367346938776,12.7,44.4,87.9,1196.6093294460643,,,1109.905728607919
2021-03-15,1377.0204081632653,2788.061224489796,4218.734693877551,1768.142857142857,2788.061224489796,1768.142857142857,4218.734693877551,12.9,46.5,93.6,1196.6093294460643,,,1109.0795653379503
2021-03-16,1404.3469387755104,2877.7551020408164,4420.632653061225,1799.7142857142858,2877.7551020408164,1799.7142857142858,4420.632653061225,13.0,48.5,99.4,1196.6093294460643,,,1108.2881629215335
2021-03-17,1431.6734693877552,2967.448979591837,4622.530612244898,1831.2857142857144,2967.448979591837,1831.2857142857144,4622.530612244898,13.2,50.6,105.1,1196.6093294460643,,,1107.5300587943264
2021-03-18,1459.0,3057.1428571428573,4824.428571428572,1862.857142857143,3057.1428571428573,1862.857142857143,4824.428571428572,13.3,52.6,110.9,1196.6093294460643,,,1106.803851929441
